Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine,Power,Seats,Car_Age,Engine_to_Power,KM_per_Year,Mileage
2012,50000,Diesel,Manual,First,1396.0,88.7,5.0,13,15.56298773690078,3571.4285714285716,23.5
2012,76551,Petrol,Automatic,First,1396.0,98.6,5.0,13,14.016064257028113,5467.928571428572,15.0
2017,9700,Petrol,Manual,First,1199.0,74.0,5.0,8,15.986666666666666,1077.7777777777778,16.2
2013,58000,Petrol,Manual,First,1591.0,121.3,5.0,12,13.008994276369583,4461.538461538462,17.01
2013,46000,Petrol,Manual,Second,1197.0,82.9,5.0,12,14.266984505363528,3538.4615384615386,18.5
2014,72017,Diesel,Manual,First,1582.0,126.24,5.0,11,12.433197107827727,6001.416666666667,22.7
2015,54407,Diesel,Manual,First,1498.0,98.59,5.0,10,15.041670850486996,4946.090909090909,22.77
2012,147000,Diesel,Manual,First,2494.0,100.0,8.0,13,24.693069306930692,10500.0,12.99
2015,61000,Diesel,Automatic,First,1968.0,174.33,5.0,10,11.224547995209033,5545.454545454545,15.73
2016,18856,Petrol,Automatic,First,1598.0,103.52,5.0,9,15.288939915805589,1885.6,14.3
2011,76000,Diesel,Automatic,First,2993.0,241.0,4.0,14,12.367768595041323,5066.666666666667,11.2
2017,17700,Diesel,Manual,First,1198.0,77.0,5.0,8,15.35897435897436,1966.6666666666667,25.32
2014,82267,Diesel,Manual,First,1461.0,63.1,5.0,11,22.792511700468022,6855.583333333333,23.08
2018,27041,Petrol,Automatic,First,1497.0,117.3,5.0,7,12.654268808114962,3380.125,18.0
2014,63000,Petrol,Manual,Second,998.0,67.1,5.0,11,14.654919236417035,5250.0,24.07
2008,61000,Petrol,Manual,First,1061.0,67.0,5.0,17,15.602941176470589,3388.8888888888887,18.9
2018,28466,Diesel,Manual,First,1493.0,100.0,7.0,7,14.782178217821782,3558.25,18.49
2002,80000,Petrol,Manual,First,1086.0,93.7,5.0,23,14.667842445620222,3333.3333333333335,0.0
2013,35373,Petrol,Manual,First,814.0,55.2,5.0,12,14.483985765124554,2721.0,21.1
2014,51000,Diesel,Manual,First,2179.0,138.1,7.0,11,15.664989216391087,4250.0,11.57
2013,49000,Diesel,Automatic,First,1968.0,174.33,5.0,12,11.224547995209033,3769.230769230769,17.68
2015,41000,Diesel,Manual,First,1461.0,84.8,5.0,10,17.02797202797203,3727.2727272727275,22.71
2011,82831,Diesel,Manual,Second,2494.0,102.0,7.0,14,24.21359223300971,5522.066666666667,12.8
2010,52000,Petrol,Manual,First,1497.0,118.0,5.0,15,12.579831932773109,3250.0,17.0
2015,39736,Diesel,Manual,First,1248.0,74.0,5.0,10,16.64,3612.3636363636365,25.2
2014,26500,Diesel,Manual,First,1461.0,108.45,5.0,11,13.348560986751941,2208.3333333333335,19.01
2010,40000,Petrol,Manual,First,1197.0,81.8,5.0,15,14.456521739130435,2500.0,22.0
2019,5752,Diesel,Manual,First,1956.0,170.0,5.0,6,11.43859649122807,821.7142857142857,16.3
2015,54000,Diesel,Manual,Second,1461.0,108.5,5.0,10,13.342465753424657,4909.090909090909,19.64
2014,54841,Petrol,Manual,First,998.0,67.04,5.0,11,14.667842445620222,4570.083333333333,22.5
2014,34000,Diesel,Manual,First,1498.0,89.84,5.0,11,16.490532804931746,2833.3333333333335,22.7
2012,16000,Petrol,Manual,First,1198.0,86.8,5.0,13,13.644646924829157,1142.857142857143,19.4
2009,134000,Diesel,Manual,First,1399.0,93.7,5.0,16,14.667842445620222,7882.35294117647,17.8
2017,24000,Diesel,Automatic,First,1968.0,174.5,5.0,8,11.213675213675213,2666.6666666666665,18.19
2013,60000,Diesel,Manual,First,2498.0,112.0,8.0,12,22.106194690265486,4615.384615384615,14.0
2015,58469,Petrol,Manual,First,998.0,68.05,5.0,10,14.453294713975382,5315.363636363636,20.3
2011,110000,Diesel,Manual,Second,1199.0,73.9,5.0,14,16.008010680907876,7333.333333333333,22.07
2018,21127,Petrol,Automatic,First,1999.0,149.92,5.0,7,13.24542804134641,2640.875,14.62
2013,56000,Petrol,Manual,First,1998.0,132.0,8.0,12,15.022556390977444,4307.692307692308,12.4
2014,101000,Diesel,Manual,First,2179.0,118.3,8.0,11,18.26487845766974,8416.666666666666,14.02
2018,13664,Petrol,Manual,First,1197.0,81.83,5.0,7,14.451285766026801,1708.0,18.6
2014,65371,Diesel,Manual,First,1461.0,108.45,5.0,11,13.348560986751941,5447.583333333333,19.01
2014,70428,Petrol,Manual,First,1591.0,121.3,5.0,11,13.008994276369583,5869.0,17.0
2012,69010,Diesel,Manual,First,1582.0,126.3,5.0,13,12.427336999214454,4929.285714285715,22.32
2017,68000,Petrol,Manual,First,796.0,47.3,5.0,8,16.48033126293996,7555.555555555556,24.7
2012,45000,Diesel,Manual,First,1461.0,84.8,5.0,13,17.02797202797203,3214.285714285714,21.64
2017,55945,Diesel,Manual,First,1248.0,73.9,5.0,8,16.66221628838451,6216.111111111111,19.3
2013,70000,Diesel,Manual,First,1248.0,76.9,5.0,12,16.020539152759948,5384.615384615385,22.1
2014,12000,Petrol,Manual,First,998.0,67.1,5.0,11,14.654919236417035,1000.0,18.9
2019,10660,Petrol,Automatic,First,1798.0,138.03,5.0,6,12.932460620010069,1522.857142857143,14.28
2012,52052,Petrol,Manual,First,1496.0,88.73,5.0,13,16.67223893903934,3718.0,16.78
2012,62940,Diesel,Automatic,Second,2143.0,170.0,5.0,13,12.532163742690058,4495.714285714285,14.84
2012,102000,Petrol,Manual,First,1086.0,62.1,5.0,13,17.210776545166404,7285.714285714285,17.92
2012,60000,Diesel,Manual,First,1598.0,103.6,5.0,13,15.277246653919695,4285.714285714285,20.54
2013,66000,Petrol,Automatic,First,1498.0,99.6,5.0,12,14.890656063618291,5076.923076923077,17.97
2012,41000,Petrol,Manual,First,1198.0,86.8,5.0,13,13.644646924829157,2928.5714285714284,18.5
2005,135000,Petrol,Automatic,Third,2354.0,152.0,5.0,20,15.38562091503268,6428.571428571428,10.1
2012,72000,Petrol,Automatic,First,1497.0,116.4,5.0,13,12.751277683134582,5142.857142857143,16.8
2014,55000,Diesel,Automatic,First,2143.0,167.62,5.0,11,12.70904993476456,4583.333333333333,11.78
2016,37354,Petrol,Manual,First,999.0,123.37,5.0,9,8.03248371793841,3735.4,18.88
2016,21000,Diesel,Automatic,First,2143.0,201.15,5.0,9,10.601038832550087,2100.0,17.9
2015,66508,Diesel,Automatic,First,1995.0,190.0,5.0,10,10.44502617801047,6046.181818181818,18.12
2013,88000,Diesel,Automatic,First,2987.0,254.8,7.0,12,11.677091477716965,6769.2307692307695,11.3
2012,52000,Diesel,Manual,First,2982.0,169.0,7.0,13,17.541176470588237,3714.285714285714,12.55
2017,41372,Diesel,Automatic,First,2143.0,136.0,5.0,8,15.642335766423358,4596.888888888889,17.9
2017,50000,Diesel,Automatic,Second,1498.0,108.4,5.0,8,13.692870201096891,5555.555555555556,21.72
2012,72000,Diesel,Manual,First,1248.0,93.7,5.0,13,14.667842445620222,5142.857142857143,17.8
2013,51637,Diesel,Manual,First,1498.0,98.6,5.0,12,15.040160642570282,3972.076923076923,25.8
2009,48233,Petrol,Manual,First,1798.0,138.1,5.0,16,12.925952552120776,2837.235294117647,14.53
2016,58000,Petrol,Manual,Second,1197.0,82.0,5.0,9,14.421686746987952,5800.0,18.9
2015,44550,Petrol,Automatic,First,1199.0,88.7,5.0,10,13.366778149386844,4050.0,19.0
2013,60001,Diesel,Manual,First,1582.0,126.32,5.0,12,12.425384857053094,4615.461538461538,22.32
2014,150000,Diesel,Automatic,First,2982.0,168.5,7.0,11,17.5929203539823,12500.0,12.55
2015,33000,Diesel,Automatic,First,2987.0,210.0,5.0,10,14.156398104265403,3000.0,11.5
2016,27000,Diesel,Manual,First,1461.0,93.7,5.0,9,14.667842445620222,2700.0,0.0
2015,62766,Diesel,Manual,First,1498.0,88.8,5.0,10,16.6815144766147,5706.0,20.14
2010,73575,Petrol,Manual,First,998.0,67.1,5.0,15,14.654919236417035,4598.4375,18.9
2015,63000,Diesel,Manual,First,1498.0,98.6,5.0,10,15.040160642570282,5727.272727272727,25.8
2017,27270,Diesel,Automatic,First,2755.0,171.5,7.0,8,15.971014492753623,3030.0,11.36
2016,41737,Diesel,Automatic,First,2143.0,170.0,5.0,9,12.532163742690058,4173.7,19.27
2018,28358,Diesel,Automatic,First,2143.0,167.62,5.0,7,12.70904993476456,3544.75,19.27
2012,75500,Diesel,Manual,Second,1248.0,73.9,5.0,13,16.66221628838451,5392.857142857143,21.1
2016,9900,Petrol,Manual,First,1199.0,88.7,5.0,9,13.366778149386844,990.0,18.7
2014,17000,Petrol,Manual,First,1198.0,86.8,5.0,11,13.644646924829157,1416.6666666666667,19.4
2009,150000,Diesel,Automatic,Second,1461.0,93.7,5.0,16,14.667842445620222,8823.529411764706,18.48
2015,68178,Diesel,Manual,First,1396.0,88.7,5.0,10,15.56298773690078,6198.0,21.38
2009,52008,Petrol,Manual,First,1341.0,83.0,5.0,16,15.964285714285714,3059.294117647059,15.3
2013,76000,Diesel,Manual,First,936.0,56.3,5.0,12,16.335078534031414,5846.153846153846,25.44
2015,48222,Diesel,Automatic,First,1968.0,174.33,5.0,10,11.224547995209033,4383.818181818182,17.68
2016,100000,Petrol,Manual,First,1197.0,82.0,5.0,9,14.421686746987952,10000.0,19.1
2010,68000,Diesel,Manual,First,1248.0,73.9,5.0,15,16.66221628838451,4250.0,19.3
2015,76115,Diesel,Automatic,First,2477.0,175.56,7.0,10,14.029225192569099,6919.545454545455,13.5
2015,36009,Petrol,Manual,First,1461.0,93.7,5.0,10,14.667842445620222,3273.5454545454545,16.1
2013,142000,Diesel,Automatic,First,2982.0,168.5,7.0,12,17.5929203539823,10923.076923076924,12.55
2011,70000,Diesel,Automatic,First,2400.0,215.0,5.0,14,11.11111111111111,4666.666666666667,13.2
2016,34224,Diesel,Manual,First,1582.0,126.2,5.0,9,12.437106918238994,3422.4,19.67
2012,50000,Diesel,Automatic,Second,2143.0,203.0,5.0,13,10.504901960784315,3571.4285714285716,14.21
2015,30000,Diesel,Manual,First,1498.0,98.6,7.0,10,15.040160642570282,2727.2727272727275,24.2
2018,22000,Diesel,Manual,First,1461.0,108.45,5.0,7,13.348560986751941,2750.0,20.37
2017,4000,Petrol,Manual,First,814.0,55.2,5.0,8,14.483985765124554,444.44444444444446,21.1
2014,22230,Diesel,Manual,First,2400.0,200.0,7.0,11,11.940298507462687,1852.5,11.1
2011,46000,Petrol,Automatic,First,998.0,66.1,5.0,14,14.873323397913563,3066.6666666666665,16.98
2013,88700,Diesel,Automatic,First,2143.0,203.0,5.0,12,10.504901960784315,6823.076923076923,14.21
2015,56000,Petrol,Manual,First,1197.0,82.0,5.0,10,14.421686746987952,5090.909090909091,18.9
2014,84004,Diesel,Automatic,First,1968.0,143.0,5.0,11,13.666666666666666,7000.333333333333,20.38
2015,16000,Diesel,Automatic,First,2993.0,258.0,5.0,10,11.555984555984557,1454.5454545454545,14.69
2015,85009,Diesel,Manual,Second,2179.0,140.0,7.0,10,15.453900709219859,7728.090909090909,16.0
2014,86000,Petrol,Manual,First,999.0,123.37,5.0,11,8.03248371793841,7166.666666666667,18.88
2015,93442,Diesel,Manual,First,1248.0,73.8,7.0,10,16.684491978609625,8494.727272727272,18.2
2015,65000,Diesel,Manual,First,2179.0,120.0,8.0,10,18.00826446280992,5909.090909090909,15.4
2013,67000,Petrol,Manual,First,1197.0,80.0,5.0,12,14.777777777777779,5153.846153846154,18.5
2014,31513,Diesel,Manual,First,1461.0,63.12,5.0,11,22.785402370555207,2626.0833333333335,23.08
2017,75724,Diesel,Manual,First,1248.0,74.0,5.0,8,16.64,8413.777777777777,26.59
2013,69000,Petrol,Manual,First,814.0,55.2,5.0,12,14.483985765124554,5307.692307692308,21.1
2010,65000,Petrol,Manual,First,1198.0,75.0,5.0,15,15.763157894736842,4062.5,18.06
2017,27000,Diesel,Automatic,First,1968.0,174.5,5.0,8,11.213675213675213,3000.0,18.19
2014,56049,Petrol,Manual,First,1197.0,85.8,5.0,11,13.790322580645162,4670.75,18.6
2012,96987,Diesel,Manual,First,1598.0,103.5,5.0,13,15.291866028708133,6927.642857142857,20.5
2010,65000,Petrol,Manual,Third,1461.0,93.7,5.0,15,14.667842445620222,4062.5,14.6
2010,69000,Petrol,Manual,First,1197.0,78.9,5.0,15,14.981226533166456,4312.5,20.36
2015,33500,Diesel,Manual,First,1498.0,98.6,5.0,10,15.040160642570282,3045.4545454545455,27.3
2012,93000,Diesel,Manual,First,2494.0,100.0,8.0,13,24.693069306930692,6642.857142857143,12.99
2013,64000,Diesel,Automatic,First,1984.0,181.0,5.0,12,10.901098901098901,4923.076923076923,14.7
2017,48045,Diesel,Manual,First,1248.0,88.5,5.0,8,13.94413407821229,5338.333333333333,28.09
2009,94000,Diesel,Manual,First,2835.0,107.2,6.0,16,26.201478743068392,5529.411764705882,10.5
2011,60000,Petrol,Manual,First,796.0,46.3,5.0,14,16.82875264270613,4000.0,19.7
2010,115000,Petrol,Manual,Second,1461.0,93.7,5.0,15,14.667842445620222,7187.5,16.1
2011,56000,Diesel,Automatic,First,1995.0,170.0,5.0,14,11.666666666666666,3733.3333333333335,13.2
2012,98472,Diesel,Manual,First,1396.0,90.0,5.0,13,15.340659340659341,7033.714285714285,23.0
2016,37800,Diesel,Manual,First,1582.0,126.2,5.0,9,12.437106918238994,3780.0,19.67
2016,63617,Petrol,Manual,First,796.0,35.0,5.0,9,22.11111111111111,6361.7,14.0
2011,68000,Diesel,Manual,First,1493.0,110.0,5.0,14,13.45045045045045,4533.333333333333,18.1
2017,11282,Petrol,Manual,First,1197.0,83.1,5.0,8,14.23305588585018,1253.5555555555557,21.4
2013,75000,Diesel,Manual,First,1498.0,98.6,5.0,12,15.040160642570282,5769.2307692307695,25.8
2014,78984,Diesel,Automatic,First,1995.0,184.0,5.0,11,10.783783783783784,6582.0,16.09
2016,71000,Petrol,Automatic,First,1798.0,177.46,5.0,9,10.075086854197018,7100.0,14.67
2014,43814,Petrol,Manual,First,1198.0,86.8,5.0,11,13.644646924829157,3651.1666666666665,18.5
2011,60000,Petrol,Manual,First,1197.0,78.9,5.0,14,14.981226533166456,4000.0,20.36
2007,85000,Petrol,Manual,Second,1086.0,93.7,5.0,18,14.667842445620222,4473.684210526316,0.0
2015,65438,Diesel,Automatic,First,1968.0,174.33,5.0,10,11.224547995209033,5948.909090909091,17.68
2014,28215,Diesel,Manual,First,1461.0,83.8,5.0,11,17.22877358490566,2351.25,19.87
2019,15053,Diesel,Manual,First,1498.0,98.6,5.0,6,15.040160642570282,2150.4285714285716,25.5
2015,38000,Diesel,Manual,First,1498.0,98.6,7.0,10,15.040160642570282,3454.5454545454545,24.5
2012,64213,Petrol,Manual,First,1198.0,73.9,5.0,13,15.994659546061413,4586.642857142857,16.47
2017,15000,Petrol,Automatic,First,1950.0,191.34,5.0,8,10.138296766143288,1666.6666666666667,12.6
2011,82000,Diesel,Automatic,First,2987.0,282.0,5.0,14,10.554770318021202,5466.666666666667,13.5
2009,60000,Petrol,Manual,Second,1495.0,94.0,5.0,16,15.736842105263158,3529.4117647058824,13.2
2012,158000,Petrol,Manual,First,1298.0,85.8,5.0,13,14.953917050691246,11285.714285714286,17.5
2007,73000,Petrol,Manual,First,1197.0,78.9,5.0,18,14.981226533166456,3842.1052631578946,20.36
2013,71601,Petrol,Manual,First,1198.0,86.8,5.0,12,13.644646924829157,5507.7692307692305,18.5
2015,82328,Diesel,Manual,First,1248.0,73.9,5.0,10,16.66221628838451,7484.363636363636,21.1
2011,38000,Petrol,Manual,First,1198.0,86.8,5.0,14,13.644646924829157,2533.3333333333335,18.5
2014,85000,Petrol,Manual,First,1197.0,81.8,5.0,11,14.456521739130435,7083.333333333333,20.4
2012,116000,Diesel,Manual,First,1461.0,108.45,5.0,13,13.348560986751941,8285.714285714286,19.01
2008,65000,Petrol,Manual,Second,1086.0,62.1,5.0,17,17.210776545166404,3611.1111111111113,17.92
2018,5600,Petrol,Manual,First,1198.0,82.0,5.0,7,14.433734939759036,700.0,18.15
2012,68000,Diesel,Automatic,First,2953.0,153.86,7.0,13,19.068836368332686,4857.142857142857,11.4
2010,29300,Petrol,Manual,First,1172.0,65.0,5.0,15,17.757575757575758,1831.25,15.8
2018,23342,Diesel,Automatic,First,2179.0,147.5,5.0,7,14.673400673400673,2917.75,12.83
2017,41078,Diesel,Automatic,First,1995.0,190.0,5.0,8,10.44502617801047,4564.222222222223,22.69
2014,38000,Diesel,Manual,First,1498.0,108.49,5.0,11,13.681614759338753,3166.6666666666665,20.64
2013,132000,Diesel,Manual,Second,1405.0,70.0,5.0,12,19.788732394366196,10153.846153846154,19.4
2015,35000,Petrol,Manual,First,796.0,47.3,5.0,10,16.48033126293996,3181.818181818182,22.74
2012,80000,Diesel,Manual,First,1399.0,68.0,5.0,13,20.27536231884058,5714.285714285715,20.0
2009,39408,Diesel,Manual,First,1399.0,93.7,5.0,16,14.667842445620222,2318.1176470588234,17.8
2015,27525,Petrol,Manual,First,1199.0,88.7,5.0,10,13.366778149386844,2502.2727272727275,18.7
2018,27000,Diesel,Manual,First,1186.0,73.97,5.0,7,15.819661197812458,3375.0,24.0
2015,82799,Diesel,Manual,First,1498.0,103.52,5.0,10,14.332185227707617,7527.181818181818,21.14
2017,8000,Petrol,Manual,First,1197.0,81.8,5.0,8,14.456521739130435,888.8888888888889,20.89
2014,46000,Diesel,Automatic,Second,2982.0,168.5,7.0,11,17.5929203539823,3833.3333333333335,12.55
2012,98000,Diesel,Manual,First,1582.0,126.3,5.0,13,12.427336999214454,7000.0,22.32
2016,47924,Petrol,Manual,First,814.0,55.2,5.0,9,14.483985765124554,4792.4,21.1
2013,39000,Petrol,Automatic,First,1499.0,110.0,5.0,12,13.504504504504505,3000.0,16.5
2017,33601,Petrol,Manual,First,1197.0,82.0,5.0,8,14.421686746987952,3733.4444444444443,18.9
2015,85000,Diesel,Automatic,First,1582.0,126.2,5.0,10,12.437106918238994,7727.272727272727,17.6
2012,54000,Petrol,Manual,First,1798.0,138.1,5.0,13,12.925952552120776,3857.1428571428573,14.53
2017,35000,Diesel,Manual,First,1248.0,88.5,5.0,8,13.94413407821229,3888.8888888888887,24.3
2013,80020,Diesel,Manual,Second,1199.0,74.0,5.0,12,15.986666666666666,6155.384615384615,22.07
2005,87500,Petrol,Manual,Second,1399.0,68.0,5.0,20,20.27536231884058,4166.666666666667,13.8
2015,59500,Petrol,Manual,First,1497.0,117.3,7.0,10,12.654268808114962,5409.090909090909,17.3
2015,76000,Diesel,Manual,First,1498.0,98.6,7.0,10,15.040160642570282,6909.090909090909,24.2
2014,43000,Diesel,Automatic,Second,2967.0,240.0,5.0,11,12.311203319502075,3583.3333333333335,15.15
2015,41850,Petrol,Manual,First,1198.0,86.7,5.0,10,13.660205245153934,3804.5454545454545,18.0
2015,52300,Diesel,Automatic,First,1968.0,143.0,5.0,10,13.666666666666666,4754.545454545455,20.38
2013,31924,Diesel,Manual,First,2179.0,140.0,7.0,12,15.453900709219859,2455.6923076923076,15.1
2014,77914,Diesel,Manual,First,1493.0,110.0,5.0,11,13.45045045045045,6492.833333333333,16.2
2013,70000,Diesel,Manual,First,1498.0,89.84,5.0,12,16.490532804931746,5384.615384615385,22.7
2010,94385,Petrol,Manual,Second,796.0,46.3,5.0,15,16.82875264270613,5899.0625,19.7
2012,57000,Diesel,Manual,Second,1461.0,63.12,5.0,13,22.785402370555207,4071.4285714285716,23.08
2016,27039,Petrol,Manual,First,998.0,68.05,5.0,9,14.453294713975382,2703.9,20.3
2015,11000,Petrol,Manual,First,1198.0,86.7,5.0,10,13.660205245153934,1000.0,18.0
2016,57669,Diesel,Automatic,First,1498.0,108.5,5.0,9,13.680365296803654,5766.9,21.5
2011,124000,Diesel,Manual,First,2982.0,171.0,7.0,14,17.337209302325583,8266.666666666666,11.5
2017,29500,Diesel,Manual,First,1248.0,88.5,5.0,8,13.94413407821229,3277.777777777778,23.65
2000,75000,Petrol,Manual,First,796.0,37.0,4.0,25,20.94736842105263,2884.6153846153848,16.1
2015,54186,Petrol,Automatic,First,998.0,67.04,5.0,10,14.667842445620222,4926.0,23.1
2015,36990,Petrol,Manual,First,1198.0,86.8,5.0,10,13.644646924829157,3362.7272727272725,19.4
2016,90000,Diesel,Manual,First,1248.0,73.9,5.0,9,16.66221628838451,9000.0,19.3
2018,23000,Diesel,Automatic,First,2755.0,171.5,8.0,7,15.971014492753623,2875.0,11.36
2016,23582,Petrol,Manual,Second,1462.0,103.0,7.0,9,14.057692307692308,2358.2,19.34
2009,87000,Petrol,Manual,Second,998.0,66.1,5.0,16,14.873323397913563,5117.64705882353,19.0
2019,1000,Diesel,Manual,First,1248.0,91.72,5.0,6,13.459879206212252,142.85714285714286,20.5
2015,58634,Diesel,Manual,First,1248.0,74.0,5.0,10,16.64,5330.363636363636,28.4
2013,41377,Diesel,Manual,Second,1461.0,84.8,5.0,12,17.02797202797203,3182.846153846154,22.71
2015,43000,Petrol,Manual,First,814.0,55.2,5.0,10,14.483985765124554,3909.090909090909,21.1
2015,77372,Petrol,Manual,First,1198.0,86.7,5.0,10,13.660205245153934,7033.818181818182,18.0
2006,49000,Petrol,Manual,Second,1388.0,68.0,5.0,19,20.115942028985508,2450.0,16.6
2015,48000,Petrol,Automatic,First,1497.0,117.3,5.0,10,12.654268808114962,4363.636363636364,18.0
2012,30000,Petrol,Manual,First,1198.0,86.8,5.0,13,13.644646924829157,2142.8571428571427,19.4
2012,47000,Petrol,Manual,First,998.0,67.1,5.0,13,14.654919236417035,3357.1428571428573,18.9
2016,76681,Diesel,Automatic,First,1582.0,126.2,5.0,9,12.437106918238994,7668.1,22.7
2010,106565,Petrol,Automatic,First,2354.0,180.0,5.0,15,13.005524861878452,6660.3125,10.2
2011,37492,Petrol,Automatic,First,998.0,67.0,5.0,14,14.676470588235293,2499.4666666666667,22.5
2014,72843,Diesel,Manual,Second,1998.0,163.7,5.0,11,12.131147540983607,6070.25,17.3
2013,55653,Petrol,Manual,First,1197.0,80.0,5.0,12,14.777777777777779,4281.0,17.0
2013,35000,Petrol,Manual,First,624.0,37.48,4.0,12,16.216216216216218,2692.3076923076924,25.4
2014,44000,Petrol,Manual,First,1499.0,110.0,5.0,11,13.504504504504505,3666.6666666666665,15.8
2012,43200,Diesel,Manual,First,1405.0,70.0,5.0,13,19.788732394366196,3085.714285714286,19.1
2005,117000,Diesel,Manual,First,1896.0,66.0,5.0,20,28.29850746268657,5571.428571428572,18.7
2016,63961,Diesel,Automatic,First,2477.0,175.56,7.0,9,14.029225192569099,6396.1,13.5
2015,20000,Diesel,Automatic,First,1496.0,113.98,4.0,10,13.010958427552618,1818.1818181818182,20.7
2016,34000,Petrol,Manual,First,1197.0,81.86,5.0,9,14.44605358435916,3400.0,19.1
2015,35000,Petrol,Manual,First,1197.0,81.83,5.0,10,14.451285766026801,3181.818181818182,18.6
2013,43000,Petrol,Manual,First,1197.0,82.85,5.0,12,14.275491949910556,3307.6923076923076,18.5
2008,63193,Petrol,Manual,First,1197.0,78.9,5.0,17,14.981226533166456,3510.722222222222,20.36
2008,110000,Diesel,Manual,First,2494.0,102.0,8.0,17,24.21359223300971,6111.111111111111,12.8
2011,44547,Petrol,Manual,First,1586.0,103.2,5.0,14,15.220729366602686,2969.8,16.51
2011,65000,Petrol,Manual,First,1497.0,118.0,5.0,14,12.579831932773109,4333.333333333333,17.0
2012,79000,Petrol,Manual,Second,1197.0,85.8,5.0,13,13.790322580645162,5642.857142857143,18.5
2017,33000,CNG,Manual,First,998.0,58.2,4.0,8,16.85810810810811,3666.6666666666665,32.26
2014,108000,Petrol,Automatic,First,1396.0,98.6,5.0,11,14.016064257028113,9000.0,15.0
2018,21302,Diesel,Manual,First,2393.0,147.8,8.0,7,16.081989247311828,2662.75,13.68
2014,82000,Diesel,Manual,First,1248.0,74.0,5.0,11,16.64,6833.333333333333,25.2
2014,173000,Diesel,Manual,Second,2494.0,100.6,8.0,11,24.54724409448819,14416.666666666666,12.99
2013,72000,Diesel,Manual,First,1493.0,100.0,7.0,12,14.782178217821782,5538.461538461538,17.21
2014,50299,Diesel,Manual,First,2179.0,140.0,7.0,11,15.453900709219859,4191.583333333333,15.1
2014,60000,Diesel,Automatic,First,1968.0,174.33,5.0,11,11.224547995209033,5000.0,17.68
2011,112999,Diesel,Manual,First,2982.0,171.0,7.0,14,17.337209302325583,7533.266666666666,11.5
2010,183000,Diesel,Manual,First,2494.0,102.0,7.0,15,24.21359223300971,11437.5,12.8
2016,58840,Diesel,Automatic,First,2179.0,187.7,5.0,9,11.547429782723901,5884.0,16.36
2014,58000,Petrol,Manual,First,1591.0,121.3,5.0,11,13.008994276369583,4833.333333333333,17.01
2011,78000,Diesel,Manual,First,1396.0,90.0,5.0,14,15.340659340659341,5200.0,21.9
2018,34000,Diesel,Manual,First,1968.0,141.0,5.0,7,13.859154929577464,4250.0,21.0
2012,54982,Petrol,Manual,First,1197.0,78.9,5.0,13,14.981226533166456,3927.285714285714,20.36
2008,65000,Petrol,Manual,Second,796.0,46.3,5.0,17,16.82875264270613,3611.1111111111113,19.7
2018,16292,Petrol,Manual,First,799.0,53.3,5.0,7,14.714548802946593,2036.5,25.17
2015,11206,Petrol,Manual,First,1197.0,82.0,5.0,10,14.421686746987952,1018.7272727272727,18.9
2015,32100,Petrol,Automatic,First,1197.0,82.0,5.0,10,14.421686746987952,2918.181818181818,18.9
2018,22296,Petrol,Manual,Second,998.0,67.04,5.0,7,14.667842445620222,2787.0,22.5
2015,36113,Diesel,Manual,First,1396.0,88.73,5.0,10,15.557784464504625,3283.0,22.54
2011,87000,Diesel,Automatic,Second,2400.0,215.0,5.0,14,11.11111111111111,5800.0,13.1
2018,1001,Diesel,Manual,First,1461.0,83.8,5.0,7,17.22877358490566,125.125,19.87
2015,39822,Petrol,Automatic,First,1497.0,117.3,5.0,10,12.654268808114962,3620.181818181818,18.0
2008,81814,Petrol,Manual,First,1298.0,88.2,5.0,17,14.551569506726457,4545.222222222223,16.1
2016,62000,Diesel,Manual,First,1582.0,126.2,5.0,9,12.437106918238994,6200.0,19.67
2017,71000,Diesel,Manual,Second,1248.0,74.0,5.0,8,16.64,7888.888888888889,26.59
2019,10452,Petrol,Automatic,First,1199.0,88.7,5.0,6,13.366778149386844,1493.142857142857,19.0
2018,1520,Petrol,Manual,First,1199.0,84.0,5.0,7,14.105882352941176,190.0,23.84
2013,35315,Petrol,Manual,Second,1198.0,86.8,5.0,12,13.644646924829157,2716.5384615384614,19.4
2014,91722,Diesel,Manual,First,1248.0,74.0,5.0,11,16.64,7643.5,25.2
2011,35976,Petrol,Manual,First,1197.0,80.0,5.0,14,14.777777777777779,2398.4,17.0
2016,22000,Petrol,Manual,First,799.0,53.3,5.0,9,14.714548802946593,2200.0,25.17
2011,71000,Diesel,Automatic,First,1968.0,187.74,5.0,14,10.427042492317474,4733.333333333333,18.53
2014,25000,Petrol,Manual,First,1197.0,82.0,5.0,11,14.421686746987952,2083.3333333333335,18.9
2010,54486,Petrol,Manual,First,796.0,46.3,5.0,15,16.82875264270613,3405.375,19.7
2017,18366,Petrol,Automatic,First,1997.0,246.74,5.0,8,8.060870267215629,2040.6666666666667,10.8
2010,16000,Petrol,Manual,First,1368.0,90.0,5.0,15,15.032967032967033,1000.0,15.0
2017,31176,Petrol,Automatic,First,624.0,37.48,4.0,8,16.216216216216218,3464.0,21.9
2012,88375,Diesel,Automatic,Second,1995.0,184.0,5.0,13,10.783783783783784,6312.5,17.05
2017,34500,Petrol,Automatic,First,998.0,67.0,5.0,8,14.676470588235293,3833.3333333333335,20.51
